model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,75.81386841299991,76.54124712944031,3.3631799997237977,7.969064999997499,20.55710199965688,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_10-50-08
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,82.55999879800038,83.299387216568,3.473913000561879,8.15972899999906,20.712434999950347,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_10-51-24
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,80.87974844600012,81.58381772041321,3.498602000036044,8.259608000116714,20.78222799991636,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_10-52-47
MLP,1,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,17102,33480,66.3620819960006,67.22717452049255,8.486555999297707,23.47472099972947,48.338311000406975,0.113236414510459,3.897612525193314,0.17125620058039473,0.0760442439528079,4.812492768620112,3.3111508306889563,2.0054244698518864,2026-09-15_10-54-09
MLP,3,15,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1562,2880,83.49118927699965,84.15178036689758,1.0122820003743982,5.287613000291458,15.477501000532357,0.004708076928548904,0.011710930539040076,0.0036089644885864544,0.00541263618493509,0.017628884220131032,0.007917370487058694,0.00820950373379449,2026-09-15_10-55-16
MLP,3,90,0.001,2000,2000,Sigmoid(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,85.24050938600067,85.96162247657776,3.3102240004154737,6.796499999836669,19.33649999955378,0.016950254839079144,0.12554075230279738,0.030633339095757696,0.008179046982233918,0.2099484446517926,0.07143325720728753,0.07124550357093826,2026-09-15_10-56-40
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,79.71580652500052,80.39690375328064,3.4349249999650056,7.975941999575298,20.133847000579408,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_10-58-06
MLP,2,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,33482,65880,71.30906579800012,72.18024015426636,14.623400999880687,40.48725199936598,100.2637669998876,0.004336094323231237,0.0008567132198763545,0.0023030023909885026,0.005639358382361195,0.0005817526397519061,0.001032970002007411,0.002596403771553796,2026-09-15_10-59-27
MLP,3,104,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,66354,131040,79.74592612000015,80.8196702003479,25.70980599921313,67.23269999929471,197.53288099946076,0.0015896073487898506,0.001143558129450781,0.0013223817527145863,0.001760905807812456,0.0010612478644299681,0.0011963211198487381,0.0013665827391203158,2026-09-15_11-00-39
MLP,3,90,0.001,2000,2000,Tanh(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,82.81177647899949,83.66836285591125,21.027501000389748,48.326660000384436,56.70469699998648,0.010291089769732269,0.0003638177137934069,0.023446741686406588,0.0018579795667359122,0.00031026818161213315,0.0003981443369865312,0.005327453741762838,2026-09-15_11-02-00
